id_observation;id_observation_sinp;id_releve;id_releve_sinp;code_perso;id_releve_type;lib_biblio;nom_herbier;nom_org_f;lib_releve_methode;date_releve_deb;date_releve_fin;nom_obs;id_precision;resolution;code_gps;id_maille_inpn_5;id_maille_inpn_10;x_l93;y_l93;lon_wgs84;lat_wgs84;insee_comm;commune;insee_dept;lieudit;comm_loc;pays;alti_inf;alti_calc;alti_sup;surface;plage_surface;comm_milieu;lib_geologie;lib_lithologie;comm_litho;lib_exposition;pente;plage_pente;cd_hab_eunis;lib_hab_eunis;lib_hab_ch;cd_hab_ch;lib_hab_sbf;cd_hab_sbf;lib_syntaxon;cd_ref_phyto;rec_total_pl;haut_total;rec_arbo_pl;haut_arbo;rec_arbu_pl;haut_arbu;rec_sarb_pl;haut_sarb;rec_herba_pl;haut_herba;rec_crypto_pl;haut_crypto;substr_roch_pl;substr_bloc_pl;substr_cail_pl;substr_terr_pl;substr_grav_pl;substr_sabl_pl;substr_liti_pl;substr_tuf_pl;nom_cite;cd_nom;nom_complet;cd_ref;nom_reconnu;rang;tax_type;famille;nombre_pieds;plage_nb_pieds;lib_strate;lib_phenologie1;lib_phenologie2;lib_deg_nat;abondance;sociab;lib_herbier;part_herbier1;comm_taxon;meta_original_id_obs;nom_programme;lib_org_comm;meta_comm;meta_original_id_rel;meta_original_bdd;sinp_dspublique;valid_reg
79568;eb3c56c6-8d82-11e7-885f-1cc1dee9999c;8745;fc0cc0dc-8d7b-11e7-885f-1cc1dee9999c;Rel 86;BIB;Inconnu, . Etude PNR Narbonnaise : Site Natura 2000 Plateau de Leucate, FR 9101442 - Inventaire et cartographie des habitats;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;17/09/2004;17/09/2004;BRUNET Catherine;P;10;;5kmL93E0700N6200;10kmL93E070N620;703859;6201900;3.04721563700562;42.9165000683687;11202;Leucate;11;PLATEAU DE LEUCATE;Pech Roux au Sud. Etude PNR Narbonnaise : Site Natura 2000 Plateau de Leucate, FR 9101442 - Inventaire et cartographie des habitats;FR;45;48;45;;;Plateau. Pinède - Cor. 83.31;;;Substrat : Calcaire - Type de sol : Rendzine;Indéfinie;;;;;;;;;Pistacio lentisci - Rhamnetalia alaterni;562;>75% (100%);;;;;;;;;;;;;;;;;;;;Smilax aspera;123987;Smilax aspera L., 1753;123987;Smilax aspera L., 1753;ES;P;Smilacaceae;;;Non précisée;;;;2;;;;;8949;;;;8949;RELEVE11.txt;;Probable
388483;06c00115-8d83-11e7-885f-1cc1dee9999c;44086;ff7489eb-8d7b-11e7-885f-1cc1dee9999c;Rel15;BIB;Office National des Forêts, 2003. Documents ayant servi à la cartographie du site Natura 2000 de la forêt de Valbonne;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/2003;31/12/2003;ZERAïA Lamri / HENRY Robert / FELOT Véronique;P;10;;5kmL93E0820N6345;10kmL93E082N634;822921;6347474;4.53847572155715;44.2155007556516;30277;Saint-Laurent-de-Carnols;30;;;FR;160;155;160;;;Garrigues arborées;;;Talus inter-terrasses cultivées cultivées en vignobles;Sud-Ouest;;1° à 5°;G3.7;Pinèdes méditerranéennes planitiaires à montagnardes (hors <em>Pinus nigra</em>);;;;;Quercion ilicis;553;50-75% (70%);;;;;;;;;;;;;;;;;;;;Phyllyrea media;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;P;;;;;24039;;;;24039;RELEVE12.txt;;Probable
389942;06e08748-8d83-11e7-885f-1cc1dee9999c;44183;ff76dc62-8d7b-11e7-885f-1cc1dee9999c;Rel112;BIB;Office National des Forêts, 2003. Documents ayant servi à la cartographie du site Natura 2000 de la forêt de Valbonne;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/2003;31/12/2003;ZERAïA Lamri / HENRY Robert / FELOT Véronique;P;10;;5kmL93E0815N6350;10kmL93E081N635;815403;6352054;4.44545155091265;44.2579967551436;30175;Montclus;30;;;FR;150;148;150;;;Futaie, Chênaie verte à Pin d'Alep;;;Calcaire, rendzine humifère;Ouest;;1° à 5°;;;Forêts à <em>Quercus ilex</em> et <em>Quercus rotundifolia</em>;9340;;;Non réalisé;0;50-75% (70%);;;;;;;;;;;;;;;;;;;;Brachypodium ramosum;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;P;;;;;24136;;;;24136;RELEVE12.txt;;Probable
389945;06e098d5-8d83-11e7-885f-1cc1dee9999c;44183;ff76dc62-8d7b-11e7-885f-1cc1dee9999c;Rel112;BIB;Office National des Forêts, 2003. Documents ayant servi à la cartographie du site Natura 2000 de la forêt de Valbonne;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/2003;31/12/2003;ZERAïA Lamri / HENRY Robert / FELOT Véronique;P;10;;5kmL93E0815N6350;10kmL93E081N635;815403;6352054;4.44545155091265;44.2579967551436;30175;Montclus;30;;;FR;150;148;150;;;Futaie, Chênaie verte à Pin d'Alep;;;Calcaire, rendzine humifère;Ouest;;1° à 5°;;;Forêts à <em>Quercus ilex</em> et <em>Quercus rotundifolia</em>;9340;;;Non réalisé;0;50-75% (70%);;;;;;;;;;;;;;;;;;;;Juniperus oxycedrus;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;SSES;P;Cupressaceae;;;Non précisée;;;;1;;;;;24136;;;;24136;RELEVE12.txt;;Probable
389949;06e0af7c-8d83-11e7-885f-1cc1dee9999c;44183;ff76dc62-8d7b-11e7-885f-1cc1dee9999c;Rel112;BIB;Office National des Forêts, 2003. Documents ayant servi à la cartographie du site Natura 2000 de la forêt de Valbonne;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/2003;31/12/2003;ZERAïA Lamri / HENRY Robert / FELOT Véronique;P;10;;5kmL93E0815N6350;10kmL93E081N635;815403;6352054;4.44545155091265;44.2579967551436;30175;Montclus;30;;;FR;150;148;150;;;Futaie, Chênaie verte à Pin d'Alep;;;Calcaire, rendzine humifère;Ouest;;1° à 5°;;;Forêts à <em>Quercus ilex</em> et <em>Quercus rotundifolia</em>;9340;;;Non réalisé;0;50-75% (70%);;;;;;;;;;;;;;;;;;;;Prunus mahaleb;116096;Prunus mahaleb L., 1753;116096;Prunus mahaleb L., 1753;ES;P;Rosaceae;;;Non précisée;;;;2;;;;;24136;;;;24136;RELEVE12.txt;;Probable
679323;208fbd15-8d83-11e7-885f-1cc1dee9999c;106611;054ebdd2-8d7c-11e7-885f-1cc1dee9999c;GR167;RT;;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;17/05/2013;17/05/2013;MOLINA James / ANDRIEU Frédéric;P;;;5kmL93E0775N6280;10kmL93E077N628;776287;6281110;3.94494003614857;43.6249301962711;34240;Saint-Aunès;34;BOIS DE DOSCARES;;FR;0;57;0;;;Chênaie verte;;;;;;;;;;;;;Non réalisé;0;;;>75% (100%);;10-25% (20%);;5-10% (5%);;;;;;;;;;;;;;Quercus ilex L.;116704;Quercus ilex L., 1753;116704;Quercus ilex L., 1753;ES;P;Fagaceae;;;Arborescente;;;;5;;;;;54913;Inventaire général du CBNMED;;;54913;RELEVE13.txt;;Probable
679327;208fd451-8d83-11e7-885f-1cc1dee9999c;106611;054ebdd2-8d7c-11e7-885f-1cc1dee9999c;GR167;RT;;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;17/05/2013;17/05/2013;MOLINA James / ANDRIEU Frédéric;P;;;5kmL93E0775N6280;10kmL93E077N628;776287;6281110;3.94494003614857;43.6249301962711;34240;Saint-Aunès;34;BOIS DE DOSCARES;;FR;0;57;0;;;Chênaie verte;;;;;;;;;;;;;Non réalisé;0;;;>75% (100%);;10-25% (20%);;5-10% (5%);;;;;;;;;;;;;;Quercus ilex L.;116704;Quercus ilex L., 1753;116704;Quercus ilex L., 1753;ES;P;Fagaceae;;;Arbustive;;;;1;;;;;54913;Inventaire général du CBNMED;;;54913;RELEVE13.txt;;Probable
874135;335958d6-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;P;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874138;33596aa5-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;1;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874149;3359a9a7-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;1;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874150;3359af5a-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;P;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874156;3359d19e-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Hedera helix L.;100787;Hedera helix L., 1753;100787;Hedera helix L., 1753;ES;P;Araliaceae;;;Non précisée;;;;2;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874160;3359e88e-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874164;3359ff90-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;P;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874165;335a0629-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Aristolochia altissima Desf.;83776;Aristolochia altissima Desf., 1799;83776;Aristolochia altissima Desf., 1799;ES;P;Aristolochiaceae;;;Non précisée;;;Naturalisé;2;;;;;3740;;;;3740;RELEVE16.txt;;Probable
874166;335a0bdb-8d83-11e7-885f-1cc1dee9999c;158570;0a6d6afd-8d7c-11e7-885f-1cc1dee9999c;47;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046423;6297964;7.29834907060647;43.6958282859817;6088;Nice;6;MONT BORON;;FR;180;186;180;;;Oleo-Lentiscetum variante ornetosum;;;;Indéfinie;;;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Chamaerops humilis L.;90524;Chamaerops humilis L., 1753;90524;Chamaerops humilis L., 1753;ES;P;Arecaceae;;;Non précisée;;;;P;;;;jeune;3740;;;;3740;RELEVE16.txt;;Probable
874414;335f9604-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Alyssum maritimum (L.) Lam.;106439;Lobularia maritima (L.) Desv., 1815;106439;Lobularia maritima (L.) Desv., 1815;ES;P;Brassicaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874418;335fac80-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Hedera helix L.;100787;Hedera helix L., 1753;100787;Hedera helix L., 1753;ES;P;Araliaceae;;;Non précisée;;;;2;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874420;335fb7cb-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874421;335fbd6e-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Stachys recta L.;124805;Stachys recta L., 1767;124805;Stachys recta L., 1767;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874426;335fd9b3-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;3;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874432;335ffbce-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874437;3360190f-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;P;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874438;33601ea8-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Clematis flammula L.;91867;Clematis flammula L., 1753;91867;Clematis flammula L., 1753;ES;P;Ranunculaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874442;3360361b-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Rosmarinus officinalis L.;118865;Rosmarinus officinalis L., 1753;118865;Rosmarinus officinalis L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874453;33607432-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Centaurea paniculata L.;89659;Centaurea paniculata L., 1753;89659;Centaurea paniculata L., 1753;ES;P;Asteraceae;;;Non précisée;;;;P;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874456;33608545-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
